db00142	Q9UI32	1
db01110	P35228	1
db01234	P35228	1
db02207	P35228	1
db08814	P35228	1
db00783	P37059	1
db03496	P06737	1
db00193	P30542	1
db00201	P30542	1
db00277	P30542	1
db00555	P30542	1
db00640	P30542	1
db00651	P30542	1
db00806	P30542	1
db00996	P30542	1
db01412	P30542	1
db09061	P30542	1
db00619	P00519	1
db01254	P00519	1
db04868	P00519	1
db06616	P00519	1
db08896	P00519	1
db08901	P00519	1
db00244	P23219	1
db00316	P23219	1
db00328	P23219	1
db00350	P23219	1
db00461	P23219	1
db00465	P23219	1
db00469	P23219	1
db00500	P23219	1
db00554	P23219	1
db00573	P23219	1
db00586	P23219	1
db00605	P23219	1
db00711	P23219	1
db00712	P23219	1
db00749	P23219	1
db00784	P23219	1
db00788	P23219	1
db00795	P23219	1
db00812	P23219	1
db00814	P23219	1
db00821	P23219	1
db00861	P23219	1
db00870	P23219	1
db00936	P23219	1
db00939	P23219	1
db00945	P23219	1
db00963	P23219	1
db00991	P23219	1
db01009	P23219	1
db01014	P23219	1
db01050	P23219	1
db01283	P23219	1
db01399	P23219	1
db01435	P23219	1
db01600	P23219	1
db02709	P23219	1
db03783	P23219	1
db04552	P23219	1
db04557	P23219	1
db04817	P23219	1
db06725	P23219	1
db06736	P23219	1
db06802	P23219	1
db08814	P23219	1
db09061	P23219	1
db09212	P23219	1
db09214	P23219	1
db09215	P23219	1
db09216	P23219	1
db09288	P23219	1
db09295	P23219	1
db00246	P21728	1
db00248	P21728	1
db00334	P21728	1
db00353	P21728	1
db00363	P21728	1
db00372	P21728	1
db00397	P21728	1
db00408	P21728	1
db00420	P21728	1
db00477	P21728	1
db00502	P21728	1
db00508	P21728	1
db00543	P21728	1
db00589	P21728	1
db00623	P21728	1
db00679	P21728	1
db00714	P21728	1
db00734	P21728	1
db00800	P21728	1
db00805	P21728	1
db00850	P21728	1
db00875	P21728	1
db00988	P21728	1
db01063	P21728	1
db01186	P21728	1
db01200	P21728	1
db01224	P21728	1
db01235	P21728	1
db01238	P21728	1
db01239	P21728	1
db01267	P21728	1
db01403	P21728	1
db01608	P21728	1
db01614	P21728	1
db01621	P21728	1
db01622	P21728	1
db01623	P21728	1
db01624	P21728	1
db04946	P21728	1
db05271	P21728	1
db09286	P21728	1
db00398	P35916	1
db01268	P35916	1
db06589	P35916	1
db06626	P35916	1
db08896	P35916	1
db09078	P35916	1
db09079	P35916	1
db00384	P51168	1
db00594	P51168	1
db04866	P02452	1
db00309	Q9H4B7	1
db01229	Q9H4B7	1
db01248	Q9H4B7	1
db03010	Q9H4B7	1
db06772	Q9H4B7	1
db08871	Q9H4B7	1
db09270	P56181	1
db00120	O95363	1
db00398	P17948	1
db01268	P17948	1
db06589	P17948	1
db06626	P17948	1
db08896	P17948	1
db09078	P17948	1
db09079	P17948	1
db00142	Q9UPY5	1
db00740	Q9UPY5	1
db00795	Q9UPY5	1
db00162	Q9BTZ2	1
db00398	P04049	1
db08896	P04049	1
db08912	P04049	1
db00120	Q9Y285	1
db00166	Q9Y234	1
db00165	O00764	1
db00559	P24530	1
db06268	P24530	1
db06403	P24530	1
db08932	P24530	1
db00185	P20309	1
db00193	P20309	1
db00202	P20309	1
db00246	P20309	1
db00280	P20309	1
db00332	P20309	1
db00334	P20309	1
db00340	P20309	1
db00342	P20309	1
db00363	P20309	1
db00376	P20309	1
db00387	P20309	1
db00408	P20309	1
db00411	P20309	1
db00420	P20309	1
db00424	P20309	1
db00434	P20309	1
db00458	P20309	1
db00477	P20309	1
db00496	P20309	1
db00502	P20309	1
db00540	P20309	1
db00572	P20309	1
db00599	P20309	1
db00622	P20309	1
db00747	P20309	1
db00809	P20309	1
db00835	P20309	1
db00934	P20309	1
db00986	P20309	1
db01019	P20309	1
db01036	P20309	1
db01062	P20309	1
db01069	P20309	1
db01085	P20309	1
db01142	P20309	1
db01151	P20309	1
db01224	P20309	1
db01226	P20309	1
db01238	P20309	1
db01239	P20309	1
db01337	P20309	1
db01338	P20309	1
db01403	P20309	1
db01409	P20309	1
db01591	P20309	1
db03128	P20309	1
db04365	P20309	1
db06153	P20309	1
db06702	P20309	1
db06709	P20309	1
db08897	P20309	1
db09076	P20309	1
db09167	P20309	1
db09262	P20309	1
db09300	P20309	1
db11181	P20309	1
db11235	P20309	1
db00887	Q9H2X9	1
db00006	P00734	1
db00170	P00734	1
db00278	P00734	1
db04786	P00734	1
db04898	P00734	1
db06695	P00734	1
db00855	P13716	1
db01108	P14060	1
db01536	P14060	1
db00431	P48167	1
db01017	P14780	1
db01197	P14780	1
db01296	P14780	1
db01108	P26439	1
db00126	P13674	1
db01275	P13674	1
db00470	P21554	1
db00486	P21554	1
db06155	P21554	1
db09061	P21554	1
db09288	P21554	1
db00177	P30556	1
db00275	P30556	1
db00678	P30556	1
db00796	P30556	1
db00876	P30556	1
db00966	P30556	1
db01029	P30556	1
db01342	P30556	1
db01347	P30556	1
db01349	P30556	1
db08822	P30556	1
db09279	P30556	1
db13919	P30556	1
db00297	P34995	1
db00770	P34995	1
db00905	P34995	1
db00917	P34995	1
db00929	P34995	1
db01088	P34995	1
db09211	P34995	1
db03758	P10515	1
db00843	P29475	1
db01221	P29475	1
db09118	P07195	1
db00795	P24752	1
db09061	P24752	1
db00197	Q07869	1
db00313	Q07869	1
db00328	Q07869	1
db00412	Q07869	1
db00573	Q07869	1
db00636	Q07869	1
db01039	Q07869	1
db01050	Q07869	1
db01132	Q07869	1
db01241	Q07869	1
db01393	Q07869	1
db01708	Q07869	1
db02709	Q07869	1
db03796	Q07869	1
db04557	Q07869	1
db06510	Q07869	1
db09064	Q07869	1
db00142	Q9UDR5	1
db00755	P51843	1
db01234	P51843	1
db00993	P00492	1
db01033	P00492	1
db00210	P28702	1
db00307	P28702	1
db00412	P28702	1
db00459	P28702	1
db00523	P28702	1
db00755	P28702	1
db00799	P28702	1
db01393	P28702	1
db00604	Q13639	1
db00904	Q13639	1
db01079	Q13639	1
db01233	Q13639	1
db06480	Q13639	1
db00126	Q02809	1
db00176	Q12809	1
db00199	Q12809	1
db00204	Q12809	1
db00252	Q12809	1
db00276	Q12809	1
db00280	Q12809	1
db00308	Q12809	1
db00342	Q12809	1
db00346	Q12809	1
db00455	Q12809	1
db00457	Q12809	1
db00458	Q12809	1
db00472	Q12809	1
db00477	Q12809	1
db00489	Q12809	1
db00537	Q12809	1
db00604	Q12809	1
db00637	Q12809	1
db00661	Q12809	1
db00675	Q12809	1
db00679	Q12809	1
db00908	Q12809	1
db01026	Q12809	1
db01035	Q12809	1
db01074	Q12809	1
db01100	Q12809	1
db01110	Q12809	1
db01118	Q12809	1
db01136	Q12809	1
db01142	Q12809	1
db01149	Q12809	1
db01162	Q12809	1
db01182	Q12809	1
db01195	Q12809	1
db01211	Q12809	1
db01218	Q12809	1
db01244	Q12809	1
db04855	Q12809	1
db04957	Q12809	1
db06144	Q12809	1
db00762	Q969P6	1
db01030	Q969P6	1
db00185	P11229	1
db00193	P11229	1
db00202	P11229	1
db00209	P11229	1
db00219	P11229	1
db00245	P11229	1
db00246	P11229	1
db00280	P11229	1
db00332	P11229	1
db00334	P11229	1
db00340	P11229	1
db00342	P11229	1
db00354	P11229	1
db00363	P11229	1
db00366	P11229	1
db00376	P11229	1
db00387	P11229	1
db00392	P11229	1
db00408	P11229	1
db00411	P11229	1
db00420	P11229	1
db00424	P11229	1
db00434	P11229	1
db00458	P11229	1
db00477	P11229	1
db00496	P11229	1
db00508	P11229	1
db00540	P11229	1
db00543	P11229	1
db00572	P11229	1
db00622	P11229	1
db00670	P11229	1
db00747	P11229	1
db00771	P11229	1
db00782	P11229	1
db00804	P11229	1
db00805	P11229	1
db00809	P11229	1
db00810	P11229	1
db00835	P11229	1
db00875	P11229	1
db00907	P11229	1
db00934	P11229	1
db00940	P11229	1
db00979	P11229	1
db00986	P11229	1
db01019	P11229	1
db01036	P11229	1
db01062	P11229	1
db01069	P11229	1
db01085	P11229	1
db01142	P11229	1
db01148	P11229	1
db01151	P11229	1
db01175	P11229	1
db01224	P11229	1
db01233	P11229	1
db01238	P11229	1
db01239	P11229	1
db01403	P11229	1
db01409	P11229	1
db01591	P11229	1
db01618	P11229	1
db02010	P11229	1
db03128	P11229	1
db04365	P11229	1
db06153	P11229	1
db06702	P11229	1
db08897	P11229	1
db09076	P11229	1
db09167	P11229	1
db09262	P11229	1
db11156	P11229	1
db11181	P11229	1
db11235	P11229	1
db00470	P34972	1
db00486	P34972	1
db06202	P34972	1
db09061	P34972	1
db00583	Q8N8R3	1
db03754	P17707	1
db00973	P35610	1
db01094	P35610	1
db00583	O76082	1
db00208	Q9H244	1
db00374	Q9H244	1
db00758	Q9H244	1
db01240	Q9H244	1
db06209	Q9H244	1
db06441	Q9H244	1
db08816	Q9H244	1
db00321	P25021	1
db00408	P25021	1
db00501	P25021	1
db00585	P25021	1
db00751	P25021	1
db00768	P25021	1
db00797	P25021	1
db00863	P25021	1
db00927	P25021	1
db00940	P25021	1
db00972	P25021	1
db01069	P25021	1
db01142	P25021	1
db01238	P25021	1
db08805	P25021	1
db08806	P25021	1
db00987	P06746	1
db00173	P07741	1
db04272	P07741	1
db00812	Q16647	1
db01240	Q16647	1
db00182	Q05940	1
db00206	Q05940	1
db00368	Q05940	1
db00502	Q05940	1
db00865	Q05940	1
db00988	Q05940	1
db01089	Q05940	1
db01364	Q05940	1
db01454	Q05940	1
db01472	Q05940	1
db01576	Q05940	1
db01577	Q05940	1
db04844	Q05940	1
db06706	Q05940	1
db00360	P17752	1
db00255	P03372	1
db00269	P03372	1
db00294	P03372	1
db00304	P03372	1
db00367	P03372	1
db00396	P03372	1
db00431	P03372	1
db00481	P03372	1
db00539	P03372	1
db00603	P03372	1
db00624	P03372	1
db00648	P03372	1
db00655	P03372	1
db00675	P03372	1
db00756	P03372	1
db00783	P03372	1
db00823	P03372	1
db00841	P03372	1
db00882	P03372	1
db00890	P03372	1
db00947	P03372	1
db00957	P03372	1
db00977	P03372	1
db01065	P03372	1
db01108	P03372	1
db01183	P03372	1
db01185	P03372	1
db01196	P03372	1
db01357	P03372	1
db01406	P03372	1
db01431	P03372	1
db01645	P03372	1
db01708	P03372	1
db02187	P03372	1
db02709	P03372	1
db02901	P03372	1
db03467	P03372	1
db04216	P03372	1
db04468	P03372	1
db04573	P03372	1
db04574	P03372	1
db04575	P03372	1
db04930	P03372	1
db04938	P03372	1
db06202	P03372	1
db06401	P03372	1
db06710	P03372	1
db07931	P03372	1
db09070	P03372	1
db11478	P03372	1
db00936	Q04828	1
db00945	Q04828	1
db03467	Q04828	1
db07931	Q04828	1
db00231	P24046	1
db00431	P24046	1
db00546	P24046	1
db00690	P24046	1
db00801	P24046	1
db00829	P24046	1
db00842	P24046	1
db00897	P24046	1
db01215	P24046	1
db01558	P24046	1
db01559	P24046	1
db01567	P24046	1
db01588	P24046	1
db01589	P24046	1
db01595	P24046	1
db00358	P69905	1
db01185	P80365	1
db00255	P10275	1
db00367	P10275	1
